state,district,date,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
ODISHA,NABARANGAPUR,2025-09-17,63.0,34.0,0.0,46.0,665.0,206.0,213.0
ODISHA,NABARANGPUR,2025-09-17,,,,,,,
ODISHA,NAYAGARH,2025-09-17,26.0,4.0,0.0,9.0,147.0,96.0,96.0
ODISHA,NUAPADA,2025-09-17,24.0,8.0,0.0,7.0,146.0,98.0,82.0
ODISHA,PURI,2025-09-17,35.0,4.0,0.0,30.0,320.0,142.0,154.0
ODISHA,RAYAGADA,2025-09-17,72.0,10.0,0.0,32.0,369.0,103.0,123.0
ODISHA,SAMBALPUR,2025-09-17,7.0,2.0,0.0,23.0,219.0,42.0,53.0
ODISHA,SONAPUR,2025-09-17,14.0,2.0,0.0,9.0,95.0,34.0,22.0
ODISHA,SUBARNAPUR,2025-09-17,2.0,0.0,0.0,2.0,39.0,8.0,16.0
ODISHA,SUNDARGARH,2025-09-17,6.0,2.0,0.0,5.0,64.0,10.0,26.0
ODISHA,SUNDERGARH,2025-09-17,18.0,11.0,1.0,27.0,198.0,94.0,91.0
ORISSA,ANGUL,2025-09-17,,,,,,,
ORISSA,ANUGUL,2025-09-17,,,,0.0,6.0,,
ORISSA,ANUGUL  *,2025-09-17,,,,,,,
ORISSA,BALANGIR,2025-09-17,4.0,1.0,0.0,0.0,45.0,3.0,22.0
ORISSA,BALESHWAR,2025-09-17,3.0,0.0,0.0,4.0,19.0,6.0,8.0
ORISSA,BALESWAR,2025-09-17,,,,,,,
ORISSA,BARGARH,2025-09-17,2.0,0.0,0.0,0.0,7.0,3.0,6.0
ORISSA,BAUDH,2025-09-17,,,,,,,
ORISSA,BHADRAK,2025-09-17,3.0,0.0,0.0,3.0,30.0,1.0,23.0
ORISSA,CUTTACK,2025-09-17,2.0,0.0,0.0,3.0,21.0,7.0,33.0
ORISSA,DEBAGARH,2025-09-17,,,,,,,
ORISSA,DHENKANAL,2025-09-17,1.0,1.0,0.0,0.0,15.0,1.0,11.0
ORISSA,GAJAPATI,2025-09-17,,,,,,0.0,1.0
ORISSA,GANJAM,2025-09-17,2.0,0.0,0.0,4.0,50.0,5.0,24.0
ORISSA,JAGATSINGHAPUR,2025-09-17,,,,1.0,0.0,0.0,2.0
ORISSA,JAJAPUR,2025-09-17,,,,0.0,4.0,0.0,4.0
ORISSA,JAJAPUR  *,2025-09-17,,,,,,,
ORISSA,JHARSUGUDA,2025-09-17,,,,,,,
ORISSA,KALAHANDI,2025-09-17,,,,,,0.0,1.0
ORISSA,KANDHAMAL,2025-09-17,,,,0.0,6.0,0.0,1.0
ORISSA,KENDRAPARA,2025-09-17,,,,1.0,0.0,,
ORISSA,KENDRAPARA *,2025-09-17,,,,,,,
ORISSA,KENDUJHAR,2025-09-17,,,,0.0,4.0,,
ORISSA,KHORDA,2025-09-17,,,,,,,
ORISSA,KHORDHA,2025-09-17,13.0,3.0,0.0,1.0,65.0,10.0,62.0
ORISSA,KHORDHA  *,2025-09-17,,,,,,,
ORISSA,KORAPUT,2025-09-17,2.0,0.0,0.0,0.0,28.0,3.0,12.0
ORISSA,MALKANGIRI,2025-09-17,,,,0.0,4.0,1.0,5.0
ORISSA,MAYURBHANJ,2025-09-17,,,,,,,
ORISSA,NABARANGAPUR,2025-09-17,,,,,,,
ORISSA,NAYAGARH,2025-09-17,1.0,1.0,0.0,0.0,11.0,3.0,11.0
ORISSA,NUAPADA,2025-09-17,,,,,,,
ORISSA,PURI,2025-09-17,3.0,0.0,0.0,1.0,23.0,6.0,19.0
ORISSA,RAYAGADA,2025-09-17,4.0,0.0,0.0,2.0,18.0,1.0,5.0
ORISSA,SAMBALPUR,2025-09-17,,,,2.0,2.0,0.0,2.0
ORISSA,SONAPUR,2025-09-17,,,,0.0,6.0,,
ORISSA,SUBARNAPUR,2025-09-17,,,,,,1.0,0.0
ORISSA,SUNDARGARH,2025-09-17,,,,0.0,2.0,3.0,8.0
ORISSA,SUNDERGARH,2025-09-17,,,,,,,
PONDICHERRY,CUDDALORE,2025-09-17,,,,,,,
PONDICHERRY,KARAIKAL,2025-09-17,,,,0.0,4.0,0.0,36.0
PONDICHERRY,PONDICHERRY,2025-09-17,13.0,2.0,0.0,9.0,66.0,51.0,218.0
PONDICHERRY,VILUPPURAM,2025-09-17,,,,,,,
PONDICHERRY,YANAM,2025-09-17,,,,0.0,12.0,0.0,1.0
PUDUCHERRY,KARAIKAL,2025-09-17,5.0,0.0,0.0,92.0,53.0,78.0,46.0
PUDUCHERRY,PONDICHERRY,2025-09-17,,,,,,0.0,3.0
PUDUCHERRY,PUDUCHERRY,2025-09-17,13.0,3.0,2.0,23.0,137.0,130.0,75.0
PUDUCHERRY,YANAM,2025-09-17,,,,0.0,1.0,1.0,3.0
PUNJAB,AMRITSAR,2025-09-17,94.0,25.0,2.0,38.0,690.0,323.0,495.0
PUNJAB,BARNALA,2025-09-17,14.0,5.0,0.0,10.0,182.0,65.0,111.0
PUNJAB,BATHINDA,2025-09-17,46.0,7.0,0.0,31.0,382.0,146.0,547.0
PUNJAB,FARIDKOT,2025-09-17,14.0,1.0,1.0,5.0,94.0,42.0,115.0
PUNJAB,FATEHGARH SAHIB,2025-09-17,15.0,2.0,0.0,18.0,223.0,56.0,131.0
PUNJAB,FAZILKA,2025-09-17,28.0,2.0,0.0,12.0,182.0,143.0,174.0
PUNJAB,FEROZEPUR,2025-09-17,30.0,0.0,0.0,27.0,294.0,122.0,189.0
PUNJAB,FIROZPUR,2025-09-17,6.0,1.0,0.0,3.0,157.0,7.0,73.0
PUNJAB,GURDASPUR,2025-09-17,78.0,8.0,0.0,38.0,774.0,204.0,547.0
PUNJAB,HOSHIARPUR,2025-09-17,33.0,3.0,0.0,43.0,410.0,145.0,319.0
PUNJAB,JALANDHAR,2025-09-17,60.0,10.0,0.0,30.0,553.0,199.0,474.0
PUNJAB,KAPURTHALA,2025-09-17,15.0,3.0,1.0,22.0,251.0,58.0,155.0
PUNJAB,LUDHIANA,2025-09-17,158.0,30.0,2.0,88.0,1186.0,404.0,545.0
PUNJAB,MALERKOTLA,2025-09-17,15.0,3.0,0.0,2.0,49.0,29.0,43.0
PUNJAB,MANSA,2025-09-17,21.0,3.0,0.0,11.0,185.0,182.0,203.0
PUNJAB,MOGA,2025-09-17,30.0,3.0,0.0,14.0,221.0,78.0,199.0
PUNJAB,MUKTSAR,2025-09-17,5.0,0.0,0.0,2.0,39.0,4.0,64.0
PUNJAB,NAWANSHAHR,2025-09-17,1.0,1.0,0.0,1.0,45.0,1.0,65.0
PUNJAB,PATHANKOT,2025-09-17,17.0,2.0,0.0,16.0,143.0,73.0,81.0
PUNJAB,PATIALA,2025-09-17,49.0,7.0,0.0,20.0,318.0,197.0,330.0
PUNJAB,RUPNAGAR,2025-09-17,23.0,4.0,0.0,16.0,210.0,95.0,153.0
PUNJAB,S.A.S NAGAR,2025-09-17,,,,,,,
PUNJAB,S.A.S NAGAR(MOHALI),2025-09-17,6.0,1.0,0.0,1.0,28.0,2.0,30.0
PUNJAB,SANGRUR,2025-09-17,35.0,3.0,0.0,31.0,297.0,168.0,277.0
PUNJAB,SAS NAGAR (MOHALI),2025-09-17,30.0,3.0,3.0,22.0,369.0,131.0,147.0
PUNJAB,SHAHEED BHAGAT SINGH NAGAR,2025-09-17,10.0,3.0,0.0,7.0,112.0,79.0,78.0
PUNJAB,SRI MUKTSAR SAHIB,2025-09-17,21.0,2.0,0.0,11.0,331.0,73.0,125.0
PUNJAB,TARN TARAN,2025-09-17,28.0,3.0,0.0,10.0,453.0,151.0,299.0
PUTTENAHALLI,5TH CROSS,2025-09-17,,,,,,,
RAJA ANNAMALAI PURAM,NEAR DHYANA ASHRAM,2025-09-17,,,,,,,
RAJASTHAN,AJMER,2025-09-17,153.0,45.0,0.0,108.0,743.0,978.0,331.0
RAJASTHAN,ALWAR,2025-09-17,173.0,106.0,3.0,133.0,1066.0,1726.0,392.0
RAJASTHAN,BALOTRA,2025-09-17,,,,,,,
RAJASTHAN,BANSWARA,2025-09-17,108.0,65.0,0.0,80.0,1053.0,1144.0,217.0
RAJASTHAN,BARAN,2025-09-17,65.0,33.0,0.0,56.0,614.0,462.0,246.0
RAJASTHAN,BARMER,2025-09-17,246.0,141.0,0.0,70.0,533.0,2047.0,462.0
RAJASTHAN,BEAWAR,2025-09-17,,,,,,,
RAJASTHAN,BHARATPUR,2025-09-17,186.0,104.0,1.0,113.0,656.0,1045.0,328.0
RAJASTHAN,BHILWARA,2025-09-17,185.0,72.0,0.0,86.0,765.0,1209.0,277.0
RAJASTHAN,BIKANER,2025-09-17,84.0,90.0,1.0,85.0,619.0,917.0,363.0
RAJASTHAN,BUNDI,2025-09-17,74.0,20.0,0.0,52.0,329.0,400.0,211.0
RAJASTHAN,CHITTAURGARH,2025-09-17,2.0,0.0,0.0,5.0,33.0,14.0,20.0
RAJASTHAN,CHITTORGARH,2025-09-17,54.0,35.0,1.0,70.0,487.0,534.0,198.0
RAJASTHAN,CHURU,2025-09-17,145.0,73.0,0.0,61.0,389.0,1186.0,343.0
RAJASTHAN,DAUSA,2025-09-17,81.0,28.0,0.0,49.0,278.0,711.0,208.0
RAJASTHAN,DEEG,2025-09-17,,,,0.0,12.0,0.0,3.0
RAJASTHAN,DHAULPUR,2025-09-17,1.0,1.0,0.0,2.0,10.0,0.0,3.0
RAJASTHAN,DHOLPUR,2025-09-17,64.0,27.0,0.0,51.0,299.0,650.0,76.0
RAJASTHAN,DIDWANA-KUCHAMAN,2025-09-17,,,,,,,
RAJASTHAN,DUNGARPUR,2025-09-17,86.0,39.0,0.0,59.0,607.0,958.0,174.0
RAJASTHAN,GANGANAGAR,2025-09-17,57.0,33.0,1.0,79.0,636.0,570.0,213.0
RAJASTHAN,HANUMANGARH,2025-09-17,52.0,30.0,1.0,36.0,262.0,516.0,279.0
RAJASTHAN,JAIPUR,2025-09-17,272.0,121.0,0.0,222.0,1692.0,1635.0,1028.0
RAJASTHAN,JAISALMER,2025-09-17,38.0,26.0,0.0,18.0,188.0,400.0,111.0
RAJASTHAN,JALOR,2025-09-17,176.0,113.0,0.0,57.0,461.0,1131.0,270.0
RAJASTHAN,JALORE,2025-09-17,,,,,,,
RAJASTHAN,JHALAWAR,2025-09-17,152.0,41.0,0.0,80.0,650.0,1118.0,239.0
RAJASTHAN,JHUNJHUNU,2025-09-17,6.0,0.0,0.0,2.0,20.0,12.0,14.0
RAJASTHAN,JHUNJHUNUN,2025-09-17,109.0,33.0,0.0,68.0,486.0,586.0,239.0
RAJASTHAN,JODHPUR,2025-09-17,219.0,108.0,9.0,107.0,989.0,1727.0,590.0
RAJASTHAN,KARAULI,2025-09-17,93.0,30.0,1.0,63.0,317.0,632.0,132.0
RAJASTHAN,KHAIRTHAL-TIJARA,2025-09-17,,,,,,,
RAJASTHAN,KOTA,2025-09-17,113.0,42.0,2.0,49.0,581.0,582.0,231.0
RAJASTHAN,KOTPUTLI-BEHROR,2025-09-17,,,,,,,
RAJASTHAN,NAGAUR,2025-09-17,231.0,75.0,1.0,94.0,546.0,1496.0,495.0
RAJASTHAN,PALI,2025-09-17,153.0,62.0,2.0,79.0,570.0,1081.0,518.0
RAJASTHAN,PHALODI,2025-09-17,,,,,,,
RAJASTHAN,PRATAPGARH,2025-09-17,61.0,18.0,0.0,27.0,450.0,339.0,147.0
RAJASTHAN,RAJSAMAND,2025-09-17,68.0,24.0,0.0,43.0,254.0,753.0,180.0
RAJASTHAN,SALUMBAR,2025-09-17,,,,,,,
RAJASTHAN,SAWAI MADHOPUR,2025-09-17,70.0,26.0,1.0,50.0,316.0,590.0,142.0
RAJASTHAN,SIKAR,2025-09-17,142.0,52.0,0.0,63.0,390.0,775.0,405.0
RAJASTHAN,SIROHI,2025-09-17,91.0,72.0,0.0,46.0,218.0,790.0,239.0
RAJASTHAN,TONK,2025-09-17,69.0,20.0,0.0,39.0,354.0,598.0,172.0
RAJASTHAN,UDAIPUR,2025-09-17,163.0,123.0,0.0,72.0,781.0,1776.0,474.0
SIKKIM,EAST,2025-09-17,4.0,5.0,0.0,0.0,50.0,5.0,14.0
SIKKIM,EAST SIKKIM,2025-09-17,1.0,2.0,0.0,2.0,19.0,7.0,4.0
SIKKIM,MANGAN,2025-09-17,,,,,,,
SIKKIM,NAMCHI,2025-09-17,0.0,1.0,0.0,0.0,5.0,,
SIKKIM,NORTH,2025-09-17,,,,0.0,2.0,0.0,2.0
SIKKIM,NORTH SIKKIM,2025-09-17,,,,0.0,2.0,1.0,1.0
SIKKIM,SOUTH,2025-09-17,1.0,1.0,0.0,1.0,17.0,1.0,4.0
SIKKIM,SOUTH SIKKIM,2025-09-17,,,,1.0,6.0,4.0,0.0
SIKKIM,WEST,2025-09-17,0.0,1.0,0.0,3.0,16.0,1.0,0.0
SIKKIM,WEST SIKKIM,2025-09-17,,,,0.0,10.0,2.0,1.0
TAMIL NADU,ARIYALUR,2025-09-17,35.0,5.0,0.0,56.0,227.0,175.0,148.0
TAMIL NADU,CHENGALPATTU,2025-09-17,14.0,1.0,1.0,13.0,226.0,12.0,14.0
TAMIL NADU,CHENNAI,2025-09-17,118.0,19.0,4.0,183.0,1009.0,453.0,630.0
TAMIL NADU,COIMBATORE,2025-09-17,149.0,28.0,0.0,184.0,1108.0,262.0,883.0
TAMIL NADU,CUDDALORE,2025-09-17,131.0,17.0,0.0,139.0,954.0,229.0,395.0
TAMIL NADU,DHARMAPURI,2025-09-17,59.0,11.0,0.0,147.0,421.0,287.0,201.0
TAMIL NADU,DINDIGUL,2025-09-17,115.0,36.0,0.0,69.0,533.0,267.0,586.0
TAMIL NADU,ERODE,2025-09-17,62.0,14.0,0.0,87.0,678.0,299.0,377.0
TAMIL NADU,KALLAKURICHI,2025-09-17,9.0,2.0,0.0,9.0,61.0,12.0,10.0
TAMIL NADU,KANCHEEPURAM,2025-09-17,145.0,42.0,0.0,175.0,1022.0,309.0,635.0
TAMIL NADU,KANCHIPURAM,2025-09-17,,,,0.0,2.0,,
TAMIL NADU,KANNIYAKUMARI,2025-09-17,49.0,2.0,0.0,90.0,323.0,149.0,278.0
TAMIL NADU,KANYAKUMARI,2025-09-17,42.0,0.0,0.0,32.0,201.0,132.0,47.0
TAMIL NADU,KARUR,2025-09-17,35.0,16.0,0.0,62.0,255.0,105.0,252.0
TAMIL NADU,KRISHNAGIRI,2025-09-17,75.0,6.0,1.0,73.0,651.0,192.0,271.0
TAMIL NADU,MADURAI,2025-09-17,181.0,13.0,0.0,153.0,967.0,321.0,583.0
TAMIL NADU,MAYILADUTHURAI,2025-09-17,7.0,3.0,0.0,2.0,41.0,16.0,8.0
TAMIL NADU,NAGAPATTINAM,2025-09-17,52.0,15.0,0.0,53.0,513.0,82.0,251.0
TAMIL NADU,NAMAKKAL,2025-09-17,55.0,8.0,0.0,59.0,437.0,66.0,492.0
TAMIL NADU,NAMAKKAL   *,2025-09-17,,,,,,,
TAMIL NADU,PERAMBALUR,2025-09-17,40.0,5.0,0.0,24.0,188.0,56.0,205.0
TAMIL NADU,PUDUKKOTTAI,2025-09-17,94.0,34.0,0.0,60.0,452.0,140.0,338.0
TAMIL NADU,RAMANATHAPURAM,2025-09-17,64.0,9.0,0.0,34.0,358.0,80.0,303.0
TAMIL NADU,RANIPET,2025-09-17,2.0,0.0,0.0,2.0,20.0,7.0,1.0
TAMIL NADU,SALEM,2025-09-17,140.0,19.0,0.0,177.0,956.0,286.0,803.0
TAMIL NADU,SIVAGANGA,2025-09-17,80.0,10.0,0.0,34.0,331.0,102.0,259.0
TAMIL NADU,TENKASI,2025-09-17,21.0,3.0,0.0,6.0,99.0,33.0,23.0
TAMIL NADU,THANJAVUR,2025-09-17,95.0,17.0,0.0,158.0,669.0,282.0,370.0
TAMIL NADU,THE NILGIRIS,2025-09-17,19.0,1.0,0.0,21.0,203.0,60.0,107.0
TAMIL NADU,THENI,2025-09-17,42.0,10.0,0.0,53.0,441.0,104.0,214.0
TAMIL NADU,THIRUVALLUR,2025-09-17,3.0,2.0,0.0,0.0,15.0,3.0,20.0
TAMIL NADU,THIRUVARUR,2025-09-17,45.0,3.0,0.0,74.0,444.0,80.0,196.0
TAMIL NADU,THOOTHUKKUDI,2025-09-17,64.0,6.0,0.0,80.0,552.0,160.0,312.0
TAMIL NADU,TIRUCHIRAPPALLI,2025-09-17,163.0,16.0,0.0,100.0,740.0,165.0,692.0
TAMIL NADU,TIRUNELVELI,2025-09-17,147.0,37.0,0.0,176.0,760.0,321.0,606.0
TAMIL NADU,TIRUPATHUR,2025-09-17,1.0,0.0,0.0,0.0,1.0,0.0,1.0
TAMIL NADU,TIRUPATTUR,2025-09-17,14.0,0.0,0.0,12.0,88.0,14.0,17.0
TAMIL NADU,TIRUPPUR,2025-09-17,93.0,23.0,0.0,100.0,640.0,206.0,404.0
TAMIL NADU,TIRUVALLUR,2025-09-17,81.0,29.0,1.0,167.0,1156.0,442.0,597.0
TAMIL NADU,TIRUVANNAMALAI,2025-09-17,117.0,9.0,0.0,132.0,737.0,221.0,271.0
TAMIL NADU,TIRUVARUR,2025-09-17,1.0,0.0,0.0,,,,
TAMIL NADU,TUTICORIN,2025-09-17,,,,,,,
TAMIL NADU,VELLORE,2025-09-17,112.0,20.0,0.0,169.0,948.0,268.0,564.0
TAMIL NADU,VILLUPURAM,2025-09-17,94.0,19.0,0.0,89.0,339.0,176.0,179.0
TAMIL NADU,VILUPPURAM,2025-09-17,59.0,13.0,0.0,9.0,438.0,41.0,328.0
TAMIL NADU,VIRUDHUNAGAR,2025-09-17,60.0,9.0,0.0,57.0,505.0,97.0,288.0
TAMILNADU,CHENNAI,2025-09-17,,,,,,,
TELANGANA,ADILABAD,2025-09-17,35.0,6.0,0.0,37.0,306.0,191.0,239.0
TELANGANA,BHADRADRI KOTHAGUDEM,2025-09-17,28.0,10.0,0.0,46.0,357.0,104.0,61.0
TELANGANA,HANUMAKONDA,2025-09-17,18.0,0.0,0.0,17.0,328.0,5.0,103.0
TELANGANA,HYDERABAD,2025-09-17,196.0,48.0,4.0,169.0,1344.0,816.0,578.0
TELANGANA,JAGITIAL,2025-09-17,23.0,1.0,0.0,17.0,121.0,36.0,24.0
TELANGANA,JANGAON,2025-09-17,0.0,1.0,0.0,2.0,6.0,1.0,7.0
TELANGANA,JANGOAN,2025-09-17,15.0,2.0,0.0,11.0,240.0,38.0,25.0
TELANGANA,JAYASHANKAR BHUPALPALLY,2025-09-17,8.0,4.0,0.0,5.0,138.0,16.0,10.0
TELANGANA,JOGULAMBA GADWAL,2025-09-17,32.0,4.0,0.0,15.0,106.0,36.0,20.0
TELANGANA,K.V. RANGAREDDY,2025-09-17,205.0,59.0,1.0,155.0,1558.0,766.0,820.0
TELANGANA,KAMAREDDY,2025-09-17,45.0,5.0,0.0,22.0,242.0,68.0,57.0
TELANGANA,KARIMNAGAR,2025-09-17,60.0,13.0,0.0,71.0,1077.0,203.0,532.0
TELANGANA,KHAMMAM,2025-09-17,47.0,9.0,0.0,59.0,522.0,409.0,113.0
TELANGANA,KOMARAM BHEEM,2025-09-17,11.0,6.0,0.0,33.0,294.0,20.0,33.0
TELANGANA,MAHABUBABAD,2025-09-17,23.0,4.0,0.0,27.0,272.0,68.0,20.0
TELANGANA,MAHABUBNAGAR,2025-09-17,143.0,44.0,0.0,111.0,766.0,566.0,655.0
TELANGANA,MANCHERIAL,2025-09-17,14.0,2.0,0.0,34.0,347.0,25.0,30.0
TELANGANA,MEDAK,2025-09-17,95.0,24.0,0.0,76.0,796.0,458.0,453.0
TELANGANA,MEDCHAL MALKAJGIRI,2025-09-17,,,,,,,
TELANGANA,MEDCHAL-MALKAJGIRI,2025-09-17,32.0,10.0,3.0,82.0,658.0,85.0,105.0
TELANGANA,MEDCHAL?MALKAJGIRI,2025-09-17,,,,,,0.0,1.0
TELANGANA,MEDCHALÂMALKAJGIRI,2025-09-17,,,,,,,
TELANGANA,MEDCHAL−MALKAJGIRI,2025-09-17,6.0,1.0,1.0,5.0,14.0,36.0,12.0
TELANGANA,MULUGU,2025-09-17,13.0,5.0,0.0,13.0,184.0,13.0,23.0
TELANGANA,NAGARKURNOOL,2025-09-17,20.0,4.0,0.0,20.0,263.0,32.0,51.0
TELANGANA,NALGONDA,2025-09-17,87.0,9.0,0.0,41.0,707.0,384.0,382.0
TELANGANA,NARAYANPET,2025-09-17,21.0,1.0,0.0,21.0,231.0,24.0,18.0
TELANGANA,NIRMAL,2025-09-17,28.0,4.0,0.0,55.0,439.0,59.0,26.0
TELANGANA,NIZAMABAD,2025-09-17,140.0,9.0,0.0,60.0,478.0,392.0,392.0
TELANGANA,PEDDAPALLI,2025-09-17,8.0,2.0,0.0,8.0,83.0,9.0,67.0
TELANGANA,RAJANNA SIRCILLA,2025-09-17,14.0,0.0,0.0,5.0,108.0,25.0,31.0
TELANGANA,RANGA REDDY,2025-09-17,,,,,,,
TELANGANA,RANGAREDDY,2025-09-17,1.0,0.0,0.0,6.0,66.0,5.0,4.0
TELANGANA,SANGAREDDY,2025-09-17,32.0,9.0,0.0,41.0,234.0,63.0,60.0
TELANGANA,SIDDIPET,2025-09-17,35.0,2.0,0.0,29.0,338.0,57.0,47.0
TELANGANA,SURYAPET,2025-09-17,30.0,3.0,0.0,21.0,452.0,63.0,84.0
TELANGANA,VIKARABAD,2025-09-17,39.0,7.0,0.0,74.0,658.0,47.0,40.0
TELANGANA,WANAPARTHY,2025-09-17,26.0,8.0,0.0,34.0,241.0,37.0,39.0
TELANGANA,WARANGAL,2025-09-17,42.0,6.0,0.0,30.0,240.0,373.0,247.0
TELANGANA,WARANGAL (URBAN),2025-09-17,,,,0.0,1.0,,
TELANGANA,WARANGAL RURAL,2025-09-17,15.0,0.0,0.0,10.0,303.0,45.0,33.0
TELANGANA,WARANGAL URBAN,2025-09-17,7.0,0.0,0.0,4.0,25.0,18.0,18.0
TELANGANA,YADADRI.,2025-09-17,28.0,6.0,0.0,24.0,480.0,32.0,31.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,2025-09-17,,,,,,,
TRIPURA,DHALAI,2025-09-17,,,,0.0,25.0,6.0,15.0
TRIPURA,DHALAI  *,2025-09-17,,,,,,0.0,1.0
TRIPURA,GOMATI,2025-09-17,1.0,0.0,0.0,2.0,10.0,4.0,1.0
TRIPURA,KHOWAI,2025-09-17,,,,1.0,1.0,3.0,0.0
TRIPURA,NORTH TRIPURA,2025-09-17,2.0,0.0,0.0,0.0,13.0,7.0,21.0
TRIPURA,SEPAHIJALA,2025-09-17,2.0,1.0,0.0,5.0,37.0,12.0,7.0
TRIPURA,SOUTH TRIPURA,2025-09-17,1.0,1.0,0.0,1.0,26.0,0.0,12.0
TRIPURA,UNAKOTI,2025-09-17,1.0,0.0,0.0,1.0,2.0,3.0,10.0
TRIPURA,WEST TRIPURA,2025-09-17,7.0,5.0,0.0,2.0,49.0,19.0,32.0
UTTAR PRADESH,AGRA,2025-09-17,165.0,89.0,0.0,182.0,1075.0,1541.0,360.0
UTTAR PRADESH,ALIGARH,2025-09-17,111.0,104.0,0.0,163.0,1006.0,1341.0,319.0
UTTAR PRADESH,ALLAHABAD,2025-09-17,147.0,109.0,0.0,232.0,1057.0,1548.0,499.0
UTTAR PRADESH,AMBEDKAR NAGAR,2025-09-17,36.0,49.0,1.0,60.0,290.0,394.0,167.0
UTTAR PRADESH,AMETHI,2025-09-17,31.0,39.0,0.0,81.0,360.0,328.0,132.0
UTTAR PRADESH,AMROHA,2025-09-17,59.0,32.0,0.0,110.0,651.0,625.0,138.0
UTTAR PRADESH,AURAIYA,2025-09-17,35.0,26.0,1.0,79.0,447.0,256.0,90.0
UTTAR PRADESH,AURAIYA *,2025-09-17,,,,,,,
UTTAR PRADESH,AYODHYA,2025-09-17,11.0,6.0,0.0,22.0,80.0,32.0,30.0
UTTAR PRADESH,AZAMGARH,2025-09-17,70.0,136.0,1.0,207.0,1231.0,608.0,365.0
UTTAR PRADESH,BAGHPAT,2025-09-17,72.0,40.0,1.0,98.0,886.0,344.0,104.0
UTTAR PRADESH,BAGHPAT *,2025-09-17,,,,,,,
UTTAR PRADESH,BAGPAT,2025-09-17,,,,0.0,1.0,,
UTTAR PRADESH,BAHRAICH,2025-09-17,119.0,161.0,13.0,128.0,946.0,1106.0,222.0
UTTAR PRADESH,BALLIA,2025-09-17,34.0,81.0,0.0,211.0,949.0,659.0,217.0
UTTAR PRADESH,BALRAMPUR,2025-09-17,47.0,62.0,0.0,74.0,765.0,441.0,162.0
UTTAR PRADESH,BANDA,2025-09-17,55.0,48.0,1.0,89.0,588.0,583.0,141.0
UTTAR PRADESH,BARA BANKI,2025-09-17,121.0,54.0,1.0,144.0,1059.0,1299.0,258.0
UTTAR PRADESH,BARABANKI,2025-09-17,8.0,4.0,0.0,2.0,50.0,16.0,25.0
UTTAR PRADESH,BAREILLY,2025-09-17,147.0,98.0,0.0,210.0,1424.0,1565.0,385.0
UTTAR PRADESH,BASTI,2025-09-17,97.0,82.0,0.0,184.0,824.0,708.0,195.0
UTTAR PRADESH,BHADOHI,2025-09-17,5.0,7.0,0.0,20.0,40.0,47.0,10.0
UTTAR PRADESH,BIJNOR,2025-09-17,150.0,59.0,0.0,198.0,1479.0,1227.0,281.0
UTTAR PRADESH,BUDAUN,2025-09-17,130.0,82.0,5.0,321.0,1878.0,709.0,210.0
UTTAR PRADESH,BULANDSHAHAR,2025-09-17,1.0,1.0,0.0,0.0,7.0,2.0,3.0
UTTAR PRADESH,BULANDSHAHR,2025-09-17,169.0,98.0,1.0,315.0,1478.0,1031.0,218.0
UTTAR PRADESH,CHANDAULI,2025-09-17,53.0,57.0,0.0,176.0,963.0,440.0,147.0
UTTAR PRADESH,CHANDAULI *,2025-09-17,,,,,,,
UTTAR PRADESH,CHITRAKOOT,2025-09-17,61.0,48.0,0.0,75.0,437.0,425.0,137.0
UTTAR PRADESH,CHITRAKOOT *,2025-09-17,,,,,,,
UTTAR PRADESH,DEORIA,2025-09-17,69.0,84.0,0.0,185.0,903.0,670.0,305.0
UTTAR PRADESH,ETAH,2025-09-17,74.0,45.0,0.0,169.0,1014.0,658.0,157.0
UTTAR PRADESH,ETAWAH,2025-09-17,53.0,52.0,2.0,118.0,613.0,688.0,162.0
UTTAR PRADESH,FAIZABAD,2025-09-17,57.0,35.0,0.0,112.0,690.0,507.0,164.0
UTTAR PRADESH,FARRUKHABAD,2025-09-17,51.0,55.0,0.0,160.0,686.0,417.0,113.0
UTTAR PRADESH,FATEHPUR,2025-09-17,67.0,60.0,0.0,188.0,1157.0,499.0,171.0
UTTAR PRADESH,FIROZABAD,2025-09-17,74.0,40.0,1.0,209.0,1193.0,933.0,171.0
UTTAR PRADESH,GAUTAM BUDDHA NAGAR,2025-09-17,60.0,65.0,5.0,92.0,729.0,333.0,170.0
UTTAR PRADESH,GAUTAM BUDDHA NAGAR *,2025-09-17,,,,,,,
UTTAR PRADESH,GHAZIABAD,2025-09-17,123.0,121.0,3.0,137.0,1439.0,845.0,452.0
UTTAR PRADESH,GHAZIPUR,2025-09-17,96.0,105.0,8.0,248.0,1096.0,641.0,206.0
UTTAR PRADESH,GONDA,2025-09-17,92.0,108.0,3.0,181.0,947.0,688.0,257.0
UTTAR PRADESH,GORAKHPUR,2025-09-17,79.0,118.0,1.0,187.0,1006.0,473.0,369.0
UTTAR PRADESH,HAMIRPUR,2025-09-17,32.0,21.0,0.0,53.0,372.0,354.0,78.0
UTTAR PRADESH,HAPUR,2025-09-17,44.0,25.0,1.0,61.0,424.0,407.0,93.0
UTTAR PRADESH,HARDOI,2025-09-17,121.0,105.0,0.0,249.0,1925.0,1673.0,295.0
