date,state,district,bio_age_5_17,bio_age_17_
2025-11-06,ORISSA,DHENKANAL,2,5
2025-11-06,ORISSA,GANJAM,7,24
2025-11-06,ORISSA,JAGATSINGHAPUR,0,3
2025-11-06,ORISSA,JAJAPUR,3,7
2025-11-06,ORISSA,JHARSUGUDA,0,1
2025-11-06,ORISSA,KANDHAMAL,0,2
2025-11-06,ORISSA,KENDRAPARA,0,2
2025-11-06,ORISSA,KENDUJHAR,0,1
2025-11-06,ORISSA,KHORDHA,16,66
2025-11-06,ORISSA,KORAPUT,1,2
2025-11-06,ORISSA,MALKANGIRI,0,1
2025-11-06,ORISSA,MAYURBHANJ,0,1
2025-11-06,ORISSA,NABARANGAPUR,0,1
2025-11-06,ORISSA,NAYAGARH,6,5
2025-11-06,ORISSA,PURI,7,11
2025-11-06,ORISSA,RAYAGADA,2,0
2025-11-06,ORISSA,SAMBALPUR,0,1
2025-11-06,ORISSA,SUNDARGARH,2,8
2025-11-06,PONDICHERRY,KARAIKAL,1,22
2025-11-06,PONDICHERRY,PONDICHERRY,19,161
2025-11-06,PUDUCHERRY,KARAIKAL,16,49
2025-11-06,PUDUCHERRY,PONDICHERRY,0,2
2025-11-06,PUDUCHERRY,PUDUCHERRY,56,50
2025-11-06,PUNJAB,AMRITSAR,202,179
2025-11-06,PUNJAB,BARNALA,52,15
2025-11-06,PUNJAB,BATHINDA,206,100
2025-11-06,PUNJAB,FARIDKOT,86,40
2025-11-06,PUNJAB,FATEHGARH SAHIB,65,24
2025-11-06,PUNJAB,FAZILKA,43,61
2025-11-06,PUNJAB,FEROZEPUR,77,34
2025-11-06,PUNJAB,FIROZPUR,2,11
2025-11-06,PUNJAB,GURDASPUR,49,136
2025-11-06,PUNJAB,HOSHIARPUR,62,132
2025-11-06,PUNJAB,JALANDHAR,100,279
2025-11-06,PUNJAB,KAPURTHALA,22,67
2025-11-06,PUNJAB,LUDHIANA,309,361
2025-11-06,PUNJAB,MALERKOTLA,40,41
2025-11-06,PUNJAB,MANSA,94,58
2025-11-06,PUNJAB,MOGA,76,60
2025-11-06,PUNJAB,MUKTSAR,2,13
2025-11-06,PUNJAB,NAWANSHAHR,2,32
2025-11-06,PUNJAB,PATHANKOT,45,51
2025-11-06,PUNJAB,PATIALA,347,277
2025-11-06,PUNJAB,RUPNAGAR,38,44
2025-11-06,PUNJAB,S.A.S NAGAR(MOHALI),4,18
2025-11-06,PUNJAB,SANGRUR,235,128
2025-11-06,PUNJAB,SAS NAGAR (MOHALI),98,141
2025-11-06,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,36,34
2025-11-06,PUNJAB,SRI MUKTSAR SAHIB,47,70
2025-11-06,PUNJAB,TARN TARAN,60,83
2025-11-06,RAJASTHAN,AJMER,484,543
2025-11-06,RAJASTHAN,ALWAR,561,551
2025-11-06,RAJASTHAN,BANSWARA,433,853
2025-11-06,RAJASTHAN,BARAN,252,600
2025-11-06,RAJASTHAN,BARMER,679,861
2025-11-06,RAJASTHAN,BHARATPUR,471,443
2025-11-06,RAJASTHAN,BHILWARA,368,622
2025-11-06,RAJASTHAN,BIKANER,291,352
2025-11-06,RAJASTHAN,BUNDI,142,238
2025-11-06,RAJASTHAN,CHITTAURGARH,9,22
2025-11-06,RAJASTHAN,CHITTORGARH,113,143
2025-11-06,RAJASTHAN,CHURU,272,346
2025-11-06,RAJASTHAN,DAUSA,203,255
2025-11-06,RAJASTHAN,DEEG,0,3
2025-11-06,RAJASTHAN,DHAULPUR,1,0
2025-11-06,RAJASTHAN,DHOLPUR,227,140
2025-11-06,RAJASTHAN,DUNGARPUR,361,323
2025-11-06,RAJASTHAN,GANGANAGAR,168,266
2025-11-06,RAJASTHAN,HANUMANGARH,219,310
2025-11-06,RAJASTHAN,JAIPUR,900,1189
2025-11-06,RAJASTHAN,JAISALMER,54,62
2025-11-06,RAJASTHAN,JALOR,201,243
2025-11-06,RAJASTHAN,JALORE,0,1
2025-11-06,RAJASTHAN,JHALAWAR,167,269
2025-11-06,RAJASTHAN,JHUNJHUNU,2,16
2025-11-06,RAJASTHAN,JHUNJHUNUN,232,301
2025-11-06,RAJASTHAN,JODHPUR,476,544
2025-11-06,RAJASTHAN,KARAULI,224,186
2025-11-06,RAJASTHAN,KOTA,243,349
2025-11-06,RAJASTHAN,NAGAUR,390,602
2025-11-06,RAJASTHAN,PALI,328,594
2025-11-06,RAJASTHAN,PRATAPGARH,74,104
2025-11-06,RAJASTHAN,RAJSAMAND,151,220
2025-11-06,RAJASTHAN,SAWAI MADHOPUR,311,373
2025-11-06,RAJASTHAN,SIKAR,277,442
2025-11-06,RAJASTHAN,SIROHI,258,230
2025-11-06,RAJASTHAN,TONK,186,153
2025-11-06,RAJASTHAN,UDAIPUR,675,681
2025-11-06,SIKKIM,EAST,43,17
2025-11-06,SIKKIM,EAST SIKKIM,49,8
2025-11-06,SIKKIM,NORTH,3,1
2025-11-06,SIKKIM,NORTH SIKKIM,13,1
2025-11-06,SIKKIM,SOUTH,10,7
2025-11-06,SIKKIM,SOUTH SIKKIM,16,0
2025-11-06,SIKKIM,WEST,4,6
2025-11-06,SIKKIM,WEST SIKKIM,11,3
2025-11-06,TAMIL NADU,ARIYALUR,127,74
2025-11-06,TAMIL NADU,CHENGALPATTU,30,10
2025-11-06,TAMIL NADU,CHENNAI,817,260
2025-11-06,TAMIL NADU,COIMBATORE,178,401
2025-11-06,TAMIL NADU,CUDDALORE,521,324
2025-11-06,TAMIL NADU,DHARMAPURI,223,125
2025-11-06,TAMIL NADU,DINDIGUL,296,427
2025-11-06,TAMIL NADU,ERODE,421,312
2025-11-06,TAMIL NADU,KALLAKURICHI,12,4
2025-11-06,TAMIL NADU,KANCHEEPURAM,820,295
2025-11-06,TAMIL NADU,KANNIYAKUMARI,153,158
2025-11-06,TAMIL NADU,KANYAKUMARI,118,29
2025-11-06,TAMIL NADU,KARUR,101,87
2025-11-06,TAMIL NADU,KRISHNAGIRI,517,175
2025-11-06,TAMIL NADU,MADURAI,486,293
2025-11-06,TAMIL NADU,MAYILADUTHURAI,14,5
2025-11-06,TAMIL NADU,NAGAPATTINAM,172,269
2025-11-06,TAMIL NADU,NAMAKKAL,348,218
2025-11-06,TAMIL NADU,PERAMBALUR,115,170
2025-11-06,TAMIL NADU,PUDUKKOTTAI,173,385
2025-11-06,TAMIL NADU,RAMANATHAPURAM,260,224
2025-11-06,TAMIL NADU,RANIPET,9,4
2025-11-06,TAMIL NADU,SALEM,528,474
2025-11-06,TAMIL NADU,SIVAGANGA,330,207
2025-11-06,TAMIL NADU,TENKASI,54,11
2025-11-06,TAMIL NADU,THANJAVUR,283,380
2025-11-06,TAMIL NADU,THE NILGIRIS,111,61
2025-11-06,TAMIL NADU,THENI,202,158
2025-11-06,TAMIL NADU,THIRUVALLUR,5,20
2025-11-06,TAMIL NADU,THIRUVARUR,176,176
2025-11-06,TAMIL NADU,THOOTHUKKUDI,441,247
2025-11-06,TAMIL NADU,TIRUCHIRAPPALLI,449,485
2025-11-06,TAMIL NADU,TIRUNELVELI,656,434
2025-11-06,TAMIL NADU,TIRUPATTUR,64,5
2025-11-06,TAMIL NADU,TIRUPPUR,392,390
2025-11-06,TAMIL NADU,TIRUVALLUR,892,439
2025-11-06,TAMIL NADU,TIRUVANNAMALAI,399,272
2025-11-06,TAMIL NADU,VELLORE,838,374
2025-11-06,TAMIL NADU,VILLUPURAM,728,181
2025-11-06,TAMIL NADU,VILUPPURAM,120,421
2025-11-06,TAMIL NADU,VIRUDHUNAGAR,645,292
2025-11-06,TELANGANA,ADILABAD,226,161
2025-11-06,TELANGANA,BHADRADRI KOTHAGUDEM,103,53
2025-11-06,TELANGANA,HANUMAKONDA,14,35
2025-11-06,TELANGANA,HYDERABAD,609,312
2025-11-06,TELANGANA,JAGITIAL,61,21
2025-11-06,TELANGANA,JANGAON,0,2
2025-11-06,TELANGANA,JANGOAN,22,30
2025-11-06,TELANGANA,JAYASHANKAR BHUPALPALLY,15,12
2025-11-06,TELANGANA,JOGULAMBA GADWAL,40,20
2025-11-06,TELANGANA,K.V. RANGAREDDY,682,420
2025-11-06,TELANGANA,KAMAREDDY,91,33
2025-11-06,TELANGANA,KARIMNAGAR,314,302
2025-11-06,TELANGANA,KHAMMAM,221,66
2025-11-06,TELANGANA,KOMARAM BHEEM,46,27
2025-11-06,TELANGANA,MAHABUBABAD,33,20
2025-11-06,TELANGANA,MAHABUBNAGAR,561,343
2025-11-06,TELANGANA,MANCHERIAL,38,28
2025-11-06,TELANGANA,MEDAK,414,237
2025-11-06,TELANGANA,MEDCHAL-MALKAJGIRI,66,49
2025-11-06,TELANGANA,MEDCHAL−MALKAJGIRI,29,9
2025-11-06,TELANGANA,MULUGU,16,6
2025-11-06,TELANGANA,NAGARKURNOOL,45,17
2025-11-06,TELANGANA,NALGONDA,432,211
2025-11-06,TELANGANA,NARAYANPET,14,11
2025-11-06,TELANGANA,NIRMAL,54,55
2025-11-06,TELANGANA,NIZAMABAD,373,217
2025-11-06,TELANGANA,PEDDAPALLI,20,16
2025-11-06,TELANGANA,RAJANNA SIRCILLA,20,22
2025-11-06,TELANGANA,RANGAREDDY,6,3
2025-11-06,TELANGANA,SANGAREDDY,109,34
2025-11-06,TELANGANA,SIDDIPET,95,38
2025-11-06,TELANGANA,SURYAPET,69,51
2025-11-06,TELANGANA,VIKARABAD,69,19
2025-11-06,TELANGANA,WANAPARTHY,28,21
2025-11-06,TELANGANA,WARANGAL,270,155
2025-11-06,TELANGANA,WARANGAL RURAL,16,20
2025-11-06,TELANGANA,WARANGAL URBAN,22,8
2025-11-06,TELANGANA,YADADRI.,28,14
2025-11-06,TRIPURA,DHALAI,53,52
2025-11-06,TRIPURA,DHALAI  *,1,1
2025-11-06,TRIPURA,GOMATI,135,19
2025-11-06,TRIPURA,KHOWAI,16,9
2025-11-06,TRIPURA,NORTH TRIPURA,110,113
2025-11-06,TRIPURA,SEPAHIJALA,48,26
2025-11-06,TRIPURA,SOUTH TRIPURA,170,188
2025-11-06,TRIPURA,UNAKOTI,36,18
2025-11-06,TRIPURA,WEST TRIPURA,186,232
2025-11-06,UTTAR PRADESH,AGRA,1129,659
2025-11-06,UTTAR PRADESH,ALIGARH,1065,451
2025-11-06,UTTAR PRADESH,ALLAHABAD,1308,747
2025-11-06,UTTAR PRADESH,AMBEDKAR NAGAR,560,263
2025-11-06,UTTAR PRADESH,AMETHI,515,293
2025-11-06,UTTAR PRADESH,AMROHA,362,201
2025-11-06,UTTAR PRADESH,AURAIYA,462,156
2025-11-06,UTTAR PRADESH,AYODHYA,38,38
2025-11-06,UTTAR PRADESH,AZAMGARH,671,591
2025-11-06,UTTAR PRADESH,BAGHPAT,280,151
2025-11-06,UTTAR PRADESH,BAGPAT,0,1
2025-11-06,UTTAR PRADESH,BAHRAICH,1093,290
2025-11-06,UTTAR PRADESH,BALLIA,669,405
2025-11-06,UTTAR PRADESH,BALRAMPUR,718,274
2025-11-06,UTTAR PRADESH,BANDA,606,313
2025-11-06,UTTAR PRADESH,BARA BANKI,879,396
2025-11-06,UTTAR PRADESH,BARABANKI,10,33
2025-11-06,UTTAR PRADESH,BAREILLY,1255,623
2025-11-06,UTTAR PRADESH,BASTI,545,303
2025-11-06,UTTAR PRADESH,BHADOHI,24,23
2025-11-06,UTTAR PRADESH,BIJNOR,885,552
2025-11-06,UTTAR PRADESH,BUDAUN,673,270
2025-11-06,UTTAR PRADESH,BULANDSHAHAR,1,2
2025-11-06,UTTAR PRADESH,BULANDSHAHR,1140,404
2025-11-06,UTTAR PRADESH,CHANDAULI,490,267
2025-11-06,UTTAR PRADESH,CHITRAKOOT,374,170
2025-11-06,UTTAR PRADESH,DEORIA,696,485
2025-11-06,UTTAR PRADESH,ETAH,334,163
2025-11-06,UTTAR PRADESH,ETAWAH,398,223
2025-11-06,UTTAR PRADESH,FAIZABAD,488,258
2025-11-06,UTTAR PRADESH,FARRUKHABAD,432,186
2025-11-06,UTTAR PRADESH,FATEHPUR,609,317
2025-11-06,UTTAR PRADESH,FIROZABAD,592,294
2025-11-06,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,397,297
2025-11-06,UTTAR PRADESH,GHAZIABAD,943,656
2025-11-06,UTTAR PRADESH,GHAZIPUR,830,431
2025-11-06,UTTAR PRADESH,GONDA,820,389
2025-11-06,UTTAR PRADESH,GORAKHPUR,1074,743
2025-11-06,UTTAR PRADESH,HAMIRPUR,355,144
2025-11-06,UTTAR PRADESH,HAPUR,298,129
2025-11-06,UTTAR PRADESH,HARDOI,1344,468
2025-11-06,UTTAR PRADESH,HATHRAS,458,122
2025-11-06,UTTAR PRADESH,JALAUN,311,208
2025-11-06,UTTAR PRADESH,JAUNPUR,917,581
2025-11-06,UTTAR PRADESH,JHANSI,625,365
2025-11-06,UTTAR PRADESH,JYOTIBA PHULE NAGAR,0,5
2025-11-06,UTTAR PRADESH,KANNAUJ,396,224
2025-11-06,UTTAR PRADESH,KANPUR DEHAT,431,182
2025-11-06,UTTAR PRADESH,KANPUR NAGAR,759,696
2025-11-06,UTTAR PRADESH,KASGANJ,318,155
2025-11-06,UTTAR PRADESH,KAUSHAMBI,534,222
2025-11-06,UTTAR PRADESH,KHERI,1461,496
2025-11-06,UTTAR PRADESH,KUSHINAGAR,940,604
2025-11-06,UTTAR PRADESH,LALITPUR,296,205
2025-11-06,UTTAR PRADESH,LUCKNOW,931,625
2025-11-06,UTTAR PRADESH,MAHARAJGANJ,599,384
2025-11-06,UTTAR PRADESH,MAHOBA,238,117
2025-11-06,UTTAR PRADESH,MAHRAJGANJ,0,2
2025-11-06,UTTAR PRADESH,MAINPURI,345,202
2025-11-06,UTTAR PRADESH,MATHURA,588,264
2025-11-06,UTTAR PRADESH,MAU,363,411
2025-11-06,UTTAR PRADESH,MEERUT,1052,546
2025-11-06,UTTAR PRADESH,MIRZAPUR,573,271
2025-11-06,UTTAR PRADESH,MORADABAD,1643,591
2025-11-06,UTTAR PRADESH,MUZAFFARNAGAR,834,495
2025-11-06,UTTAR PRADESH,PILIBHIT,723,344
2025-11-06,UTTAR PRADESH,PRATAPGARH,830,481
2025-11-06,UTTAR PRADESH,PRAYAGRAJ,122,72
2025-11-06,UTTAR PRADESH,RAE BARELI,816,471
2025-11-06,UTTAR PRADESH,RAMPUR,815,524
2025-11-06,UTTAR PRADESH,SAHARANPUR,948,630
2025-11-06,UTTAR PRADESH,SAMBHAL,691,262
2025-11-06,UTTAR PRADESH,SANT KABIR NAGAR,648,332
2025-11-06,UTTAR PRADESH,SANT RAVIDAS NAGAR,448,273
2025-11-06,UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,1,0
2025-11-06,UTTAR PRADESH,SHAHJAHANPUR,1219,376
2025-11-06,UTTAR PRADESH,SHAMLI,813,460
2025-11-06,UTTAR PRADESH,SHRAWASTI,327,149
2025-11-06,UTTAR PRADESH,SIDDHARTHNAGAR,723,346
2025-11-06,UTTAR PRADESH,SITAPUR,1782,502
2025-11-06,UTTAR PRADESH,SONBHADRA,540,286
2025-11-06,UTTAR PRADESH,SULTANPUR,812,276
2025-11-06,UTTAR PRADESH,UNNAO,647,341
2025-11-06,UTTAR PRADESH,VARANASI,862,518
2025-11-06,UTTARAKHAND,ALMORA,87,105
2025-11-06,UTTARAKHAND,BAGESHWAR,70,90
2025-11-06,UTTARAKHAND,CHAMOLI,94,88
2025-11-06,UTTARAKHAND,CHAMPAWAT,76,76
2025-11-06,UTTARAKHAND,DEHRADUN,688,489
2025-11-06,UTTARAKHAND,GARHWAL,0,4
2025-11-06,UTTARAKHAND,HARDWAR,2,7
2025-11-06,UTTARAKHAND,HARIDWAR,835,336
2025-11-06,UTTARAKHAND,NAINITAL,200,177
2025-11-06,UTTARAKHAND,PAURI GARHWAL,281,167
2025-11-06,UTTARAKHAND,PITHORAGARH,115,81
2025-11-06,UTTARAKHAND,RUDRAPRAYAG,145,115
2025-11-06,UTTARAKHAND,TEHRI GARHWAL,331,350
2025-11-06,UTTARAKHAND,UDHAM SINGH NAGAR,806,433
2025-11-06,UTTARAKHAND,UTTARKASHI,136,76
2025-11-06,WEST BANGAL,HOWRAH,0,1
2025-11-06,WEST BENGAL,ALIPURDUAR,20,15
2025-11-06,WEST BENGAL,BANKURA,217,266
2025-11-06,WEST BENGAL,BARDDHAMAN,296,543
2025-11-06,WEST BENGAL,BARDHAMAN,11,95
2025-11-06,WEST BENGAL,BIRBHUM,174,377
2025-11-06,WEST BENGAL,COOCH BEHAR,72,100
2025-11-06,WEST BENGAL,DAKSHIN DINAJPUR,71,149
2025-11-06,WEST BENGAL,DARJEELING,52,146
2025-11-06,WEST BENGAL,DARJILING,1,11
2025-11-06,WEST BENGAL,EAST MIDNAPORE,27,160
2025-11-06,WEST BENGAL,HAORA,27,132
2025-11-06,WEST BENGAL,HOOGHLY,159,384
2025-11-06,WEST BENGAL,HOWRAH,165,251
2025-11-06,WEST BENGAL,HUGLI,1,5
2025-11-06,WEST BENGAL,JALPAIGURI,110,226
2025-11-06,WEST BENGAL,JHARGRAM,8,6
2025-11-06,WEST BENGAL,KALIMPONG,1,2
2025-11-06,WEST BENGAL,KOCH BIHAR,10,71
2025-11-06,WEST BENGAL,KOLKATA,89,259
2025-11-06,WEST BENGAL,MALDA,170,308
2025-11-06,WEST BENGAL,MALDAH,10,86
2025-11-06,WEST BENGAL,MURSHIDABAD,464,730
2025-11-06,WEST BENGAL,NADIA,259,375
2025-11-06,WEST BENGAL,NORTH 24 PARGANAS,281,580
2025-11-06,WEST BENGAL,NORTH DINAJPUR,1,9
2025-11-06,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,21,81
2025-11-06,WEST BENGAL,PASCHIM BARDHAMAN,15,34
2025-11-06,WEST BENGAL,PASCHIM MEDINIPUR,272,414
2025-11-06,WEST BENGAL,PURBA BARDHAMAN,25,19
2025-11-06,WEST BENGAL,PURBA MEDINIPUR,223,383
2025-11-06,WEST BENGAL,PURULIA,5,18
2025-11-06,WEST BENGAL,PURULIYA,169,354
2025-11-06,WEST BENGAL,SOUTH 24 PARGANAS,379,821
2025-11-06,WEST BENGAL,SOUTH DINAJPUR,5,14
2025-11-06,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,24,195
2025-11-06,WEST BENGAL,UTTAR DINAJPUR,154,435
2025-11-06,WEST BENGAL,WEST MIDNAPORE,18,76
2025-11-07,ANDAMAN & NICOBAR ISLANDS,ANDAMANS,1,3
2025-11-07,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,1,0
2025-11-07,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,5,3
2025-11-07,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,13,7
2025-11-07,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,21,8
2025-11-07,ANDHRA PRADESH,ADILABAD,80,273
2025-11-07,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,60,51
2025-11-07,ANDHRA PRADESH,ANAKAPALLI,15,8
2025-11-07,ANDHRA PRADESH,ANANTAPUR,259,321
2025-11-07,ANDHRA PRADESH,ANANTHAPUR,203,117
2025-11-07,ANDHRA PRADESH,ANANTHAPURAMU,241,82
2025-11-07,ANDHRA PRADESH,ANNAMAYYA,24,14
2025-11-07,ANDHRA PRADESH,BAPATLA,41,6
2025-11-07,ANDHRA PRADESH,CHITTOOR,1239,396
2025-11-07,ANDHRA PRADESH,CUDDAPAH,417,268
2025-11-07,ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,25,17
2025-11-07,ANDHRA PRADESH,EAST GODAVARI,1179,466
2025-11-07,ANDHRA PRADESH,ELURU,19,13
2025-11-07,ANDHRA PRADESH,GUNTUR,1037,466
2025-11-07,ANDHRA PRADESH,HYDERABAD,156,320
2025-11-07,ANDHRA PRADESH,K.V. RANGAREDDY,2,2
2025-11-07,ANDHRA PRADESH,K.V.RANGAREDDY,1,11
2025-11-07,ANDHRA PRADESH,KAKINADA,75,19
2025-11-07,ANDHRA PRADESH,KARIM NAGAR,7,10
2025-11-07,ANDHRA PRADESH,KARIMNAGAR,56,92
2025-11-07,ANDHRA PRADESH,KHAMMAM,158,124
2025-11-07,ANDHRA PRADESH,KRISHNA,1110,433
2025-11-07,ANDHRA PRADESH,KURNOOL,961,568
2025-11-07,ANDHRA PRADESH,MAHABUB NAGAR,10,162
2025-11-07,ANDHRA PRADESH,MAHABUBNAGAR,0,1
2025-11-07,ANDHRA PRADESH,MAHBUBNAGAR,33,81
2025-11-07,ANDHRA PRADESH,MEDAK,69,96
2025-11-07,ANDHRA PRADESH,N. T. R,56,25
2025-11-07,ANDHRA PRADESH,NALGONDA,61,175
2025-11-07,ANDHRA PRADESH,NANDYAL,47,18
2025-11-07,ANDHRA PRADESH,NELLORE,811,459
2025-11-07,ANDHRA PRADESH,NIZAMABAD,33,70
2025-11-07,ANDHRA PRADESH,PALNADU,41,19
2025-11-07,ANDHRA PRADESH,PARVATHIPURAM MANYAM,22,26
2025-11-07,ANDHRA PRADESH,PRAKASAM,916,484
2025-11-07,ANDHRA PRADESH,RANGAREDDI,145,266
2025-11-07,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,40,20
2025-11-07,ANDHRA PRADESH,SRI SATHYA SAI,35,32
2025-11-07,ANDHRA PRADESH,SRIKAKULAM,708,390
2025-11-07,ANDHRA PRADESH,TIRUPATI,65,26
2025-11-07,ANDHRA PRADESH,VISAKHAPATNAM,1636,850
2025-11-07,ANDHRA PRADESH,VIZIANAGARAM,576,363
2025-11-07,ANDHRA PRADESH,WARANGAL,116,323
2025-11-07,ANDHRA PRADESH,WEST GODAVARI,1044,591
2025-11-07,ANDHRA PRADESH,Y. S. R,55,38
2025-11-07,ARUNACHAL PRADESH,CHANGLANG,179,16
2025-11-07,ARUNACHAL PRADESH,DIBANG VALLEY,1,1
2025-11-07,ARUNACHAL PRADESH,EAST KAMENG,56,10
2025-11-07,ARUNACHAL PRADESH,EAST SIANG,52,12
2025-11-07,ARUNACHAL PRADESH,KAMLE,0,4
2025-11-07,ARUNACHAL PRADESH,KRA DAADI,6,4
2025-11-07,ARUNACHAL PRADESH,KURUNG KUMEY,2,2
2025-11-07,ARUNACHAL PRADESH,LOHIT,17,17
2025-11-07,ARUNACHAL PRADESH,LONGDING,48,12
2025-11-07,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,32,8
2025-11-07,ARUNACHAL PRADESH,LOWER SIANG,4,1
2025-11-07,ARUNACHAL PRADESH,LOWER SUBANSIRI,3,6
2025-11-07,ARUNACHAL PRADESH,NAMSAI,183,26
2025-11-07,ARUNACHAL PRADESH,PAPUM PARE,53,46
2025-11-07,ARUNACHAL PRADESH,SIANG,6,0
2025-11-07,ARUNACHAL PRADESH,TAWANG,27,1
2025-11-07,ARUNACHAL PRADESH,TIRAP,12,4
2025-11-07,ARUNACHAL PRADESH,UPPER SIANG,16,16
2025-11-07,ARUNACHAL PRADESH,UPPER SUBANSIRI,84,8
2025-11-07,ARUNACHAL PRADESH,WEST KAMENG,15,19
2025-11-07,ARUNACHAL PRADESH,WEST SIANG,158,8
2025-11-07,ASSAM,BAKSA,245,75
2025-11-07,ASSAM,BARPETA,758,291
2025-11-07,ASSAM,BISWANATH,43,23
2025-11-07,ASSAM,BONGAIGAON,223,106
2025-11-07,ASSAM,CACHAR,276,164
2025-11-07,ASSAM,CHARAIDEO,56,19
2025-11-07,ASSAM,CHIRANG,253,77
2025-11-07,ASSAM,DARRANG,202,110
2025-11-07,ASSAM,DHEMAJI,86,56
2025-11-07,ASSAM,DHUBRI,377,194
2025-11-07,ASSAM,DIBRUGARH,183,70
2025-11-07,ASSAM,GOALPARA,218,113
2025-11-07,ASSAM,GOLAGHAT,175,67
2025-11-07,ASSAM,HAILAKANDI,98,63
2025-11-07,ASSAM,HOJAI,104,76
2025-11-07,ASSAM,JORHAT,178,66
2025-11-07,ASSAM,KAMRUP,288,119
2025-11-07,ASSAM,KAMRUP METRO,93,58
2025-11-07,ASSAM,KARBI ANGLONG,609,137
2025-11-07,ASSAM,KARIMGANJ,309,120
2025-11-07,ASSAM,KOKRAJHAR,139,72
2025-11-07,ASSAM,LAKHIMPUR,183,179
2025-11-07,ASSAM,MAJULI,2,0
2025-11-07,ASSAM,MARIGAON,148,123
2025-11-07,ASSAM,NAGAON,480,750
2025-11-07,ASSAM,NALBARI,307,39
2025-11-07,ASSAM,NORTH CACHAR HILLS,9,3
2025-11-07,ASSAM,SIBSAGAR,82,31
2025-11-07,ASSAM,SONITPUR,181,160
2025-11-07,ASSAM,SOUTH SALMARA MANKACHAR,42,22
2025-11-07,ASSAM,SRIBHUMI,3,7
2025-11-07,ASSAM,TINSUKIA,114,65
2025-11-07,ASSAM,UDALGURI,73,64
2025-11-07,ASSAM,WEST KARBI ANGLONG,22,56
2025-11-07,BIHAR,ARARIA,226,297
2025-11-07,BIHAR,ARWAL,91,176
2025-11-07,BIHAR,AURANGABAD,184,195
2025-11-07,BIHAR,AURANGABAD(BH),2,1
2025-11-07,BIHAR,BANKA,229,271
2025-11-07,BIHAR,BEGUSARAI,216,306
2025-11-07,BIHAR,BHAGALPUR,273,350
2025-11-07,BIHAR,BHOJPUR,118,219
2025-11-07,BIHAR,BUXAR,81,124
2025-11-07,BIHAR,DARBHANGA,193,449
2025-11-07,BIHAR,EAST CHAMPARAN,363,669
2025-11-07,BIHAR,GAYA,282,452
2025-11-07,BIHAR,GOPALGANJ,100,190
2025-11-07,BIHAR,JAMUI,147,155
2025-11-07,BIHAR,JEHANABAD,88,141
2025-11-07,BIHAR,KAIMUR (BHABUA),212,302
2025-11-07,BIHAR,KATIHAR,475,951
2025-11-07,BIHAR,KHAGARIA,94,146
2025-11-07,BIHAR,KISHANGANJ,309,1181
2025-11-07,BIHAR,LAKHISARAI,73,91
2025-11-07,BIHAR,MADHEPURA,97,246
2025-11-07,BIHAR,MADHUBANI,390,590
2025-11-07,BIHAR,MUNGER,47,75
2025-11-07,BIHAR,MUZAFFARPUR,177,326
2025-11-07,BIHAR,NALANDA,77,138
2025-11-07,BIHAR,NAWADA,103,172
2025-11-07,BIHAR,PASHCHIM CHAMPARAN,0,4
2025-11-07,BIHAR,PATNA,215,315
2025-11-07,BIHAR,PURBA CHAMPARAN,1,5
2025-11-07,BIHAR,PURNEA,3,13
2025-11-07,BIHAR,PURNIA,233,510
2025-11-07,BIHAR,ROHTAS,146,266
2025-11-07,BIHAR,SAHARSA,78,206
2025-11-07,BIHAR,SAMASTIPUR,208,267
2025-11-07,BIHAR,SAMSTIPUR,0,2
2025-11-07,BIHAR,SARAN,124,183
2025-11-07,BIHAR,SHEIKHPURA,42,91
2025-11-07,BIHAR,SHEOHAR,38,51
2025-11-07,BIHAR,SITAMARHI,242,300
2025-11-07,BIHAR,SIWAN,108,182
2025-11-07,BIHAR,SUPAUL,146,272
2025-11-07,BIHAR,VAISHALI,119,190
2025-11-07,BIHAR,WEST CHAMPARAN,262,404
2025-11-07,CHANDIGARH,CHANDIGARH,68,88
2025-11-07,CHHATTISGARH,BALOD,126,127
2025-11-07,CHHATTISGARH,BALODA BAZAR,361,244
2025-11-07,CHHATTISGARH,BALRAMPUR,120,121
2025-11-07,CHHATTISGARH,BASTAR,133,119
2025-11-07,CHHATTISGARH,BEMETARA,119,228
2025-11-07,CHHATTISGARH,BIJAPUR,27,41
2025-11-07,CHHATTISGARH,BILASPUR,393,463
2025-11-07,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,22,36
2025-11-07,CHHATTISGARH,DANTEWADA,16,35
2025-11-07,CHHATTISGARH,DHAMTARI,169,173
2025-11-07,CHHATTISGARH,DURG,1051,204
