date,state,district,demo_age_5_17,demo_age_17_
2025-11-04,ODISHA,KHORDHA,3,101
2025-11-04,ODISHA,KORAPUT,64,320
2025-11-04,ODISHA,MALKANGIRI,28,191
2025-11-04,ODISHA,MAYURBHANJ,117,664
2025-11-04,ODISHA,NABARANGAPUR,46,326
2025-11-04,ODISHA,NAYAGARH,46,177
2025-11-04,ODISHA,NUAPADA,46,151
2025-11-04,ODISHA,PURI,46,342
2025-11-04,ODISHA,RAYAGADA,97,448
2025-11-04,ODISHA,SAMBALPUR,38,249
2025-11-04,ODISHA,SONAPUR,13,54
2025-11-04,ODISHA,SUBARNAPUR,3,34
2025-11-04,ODISHA,SUNDARGARH,6,101
2025-11-04,ODISHA,SUNDERGARH,54,268
2025-11-04,ORISSA,ANGUL,0,2
2025-11-04,ORISSA,ANUGUL,0,4
2025-11-04,ORISSA,BALANGIR,3,60
2025-11-04,ORISSA,BALESHWAR,8,32
2025-11-04,ORISSA,BARGARH,0,10
2025-11-04,ORISSA,BHADRAK,0,43
2025-11-04,ORISSA,CUTTACK,0,24
2025-11-04,ORISSA,DHENKANAL,0,10
2025-11-04,ORISSA,GAJAPATI,0,1
2025-11-04,ORISSA,GANJAM,6,118
2025-11-04,ORISSA,JAGATSINGHAPUR,0,2
2025-11-04,ORISSA,JAJAPUR,2,9
2025-11-04,ORISSA,JHARSUGUDA,0,2
2025-11-04,ORISSA,KALAHANDI,0,1
2025-11-04,ORISSA,KANDHAMAL,0,8
2025-11-04,ORISSA,KENDRAPARA,3,5
2025-11-04,ORISSA,KENDUJHAR,0,2
2025-11-04,ORISSA,KHORDHA,4,63
2025-11-04,ORISSA,KORAPUT,0,13
2025-11-04,ORISSA,MALKANGIRI,0,7
2025-11-04,ORISSA,MAYURBHANJ,0,2
2025-11-04,ORISSA,NAYAGARH,0,15
2025-11-04,ORISSA,PURI,3,25
2025-11-04,ORISSA,RAYAGADA,0,18
2025-11-04,ORISSA,SAMBALPUR,0,5
2025-11-04,ORISSA,SUNDARGARH,1,20
2025-11-04,PONDICHERRY,KARAIKAL,1,15
2025-11-04,PONDICHERRY,PONDICHERRY,18,124
2025-11-04,PONDICHERRY,YANAM,0,2
2025-11-04,PUDUCHERRY,KARAIKAL,8,32
2025-11-04,PUDUCHERRY,PUDUCHERRY,28,102
2025-11-04,PUDUCHERRY,YANAM,2,2
2025-11-04,PUNJAB,AMRITSAR,49,751
2025-11-04,PUNJAB,BARNALA,8,134
2025-11-04,PUNJAB,BATHINDA,33,371
2025-11-04,PUNJAB,FARIDKOT,13,128
2025-11-04,PUNJAB,FATEHGARH SAHIB,9,151
2025-11-04,PUNJAB,FAZILKA,13,160
2025-11-04,PUNJAB,FEROZEPUR,16,133
2025-11-04,PUNJAB,FIROZPUR,1,56
2025-11-04,PUNJAB,GURDASPUR,39,544
2025-11-04,PUNJAB,HOSHIARPUR,18,277
2025-11-04,PUNJAB,JALANDHAR,32,530
2025-11-04,PUNJAB,KAPURTHALA,10,221
2025-11-04,PUNJAB,LUDHIANA,32,799
2025-11-04,PUNJAB,MALERKOTLA,1,27
2025-11-04,PUNJAB,MANSA,12,156
2025-11-04,PUNJAB,MOGA,8,115
2025-11-04,PUNJAB,MUKTSAR,0,45
2025-11-04,PUNJAB,NAWANSHAHR,0,47
2025-11-04,PUNJAB,PATHANKOT,11,88
2025-11-04,PUNJAB,PATIALA,25,363
2025-11-04,PUNJAB,RUPNAGAR,18,122
2025-11-04,PUNJAB,S.A.S NAGAR(MOHALI),1,41
2025-11-04,PUNJAB,SANGRUR,14,333
2025-11-04,PUNJAB,SAS NAGAR (MOHALI),43,280
2025-11-04,PUNJAB,SHAHEED BHAGAT SINGH NAGAR,8,105
2025-11-04,PUNJAB,SRI MUKTSAR SAHIB,22,156
2025-11-04,PUNJAB,TARN TARAN,24,345
2025-11-04,RAJASTHAN,AJMER,77,571
2025-11-04,RAJASTHAN,ALWAR,137,980
2025-11-04,RAJASTHAN,BANSWARA,42,748
2025-11-04,RAJASTHAN,BARAN,38,470
2025-11-04,RAJASTHAN,BARMER,31,508
2025-11-04,RAJASTHAN,BHARATPUR,69,582
2025-11-04,RAJASTHAN,BHILWARA,65,631
2025-11-04,RAJASTHAN,BIKANER,75,480
2025-11-04,RAJASTHAN,BUNDI,48,354
2025-11-04,RAJASTHAN,CHITTAURGARH,2,44
2025-11-04,RAJASTHAN,CHITTORGARH,38,385
2025-11-04,RAJASTHAN,CHURU,35,393
2025-11-04,RAJASTHAN,DAUSA,42,367
2025-11-04,RAJASTHAN,DEEG,0,2
2025-11-04,RAJASTHAN,DHAULPUR,0,10
2025-11-04,RAJASTHAN,DHOLPUR,71,437
2025-11-04,RAJASTHAN,DUNGARPUR,39,429
2025-11-04,RAJASTHAN,GANGANAGAR,38,290
2025-11-04,RAJASTHAN,HANUMANGARH,42,317
2025-11-04,RAJASTHAN,JAIPUR,165,1469
2025-11-04,RAJASTHAN,JAISALMER,15,132
2025-11-04,RAJASTHAN,JALOR,38,380
2025-11-04,RAJASTHAN,JHALAWAR,29,342
2025-11-04,RAJASTHAN,JHUNJHUNU,0,28
2025-11-04,RAJASTHAN,JHUNJHUNUN,48,442
2025-11-04,RAJASTHAN,JODHPUR,55,553
2025-11-04,RAJASTHAN,KARAULI,42,337
2025-11-04,RAJASTHAN,KOTA,32,473
2025-11-04,RAJASTHAN,NAGAUR,68,568
2025-11-04,RAJASTHAN,PALI,37,409
2025-11-04,RAJASTHAN,PRATAPGARH,31,360
2025-11-04,RAJASTHAN,RAJSAMAND,29,333
2025-11-04,RAJASTHAN,SALUMBAR,0,1
2025-11-04,RAJASTHAN,SAWAI MADHOPUR,37,334
2025-11-04,RAJASTHAN,SIKAR,74,574
2025-11-04,RAJASTHAN,SIROHI,23,324
2025-11-04,RAJASTHAN,TONK,42,420
2025-11-04,RAJASTHAN,UDAIPUR,92,1023
2025-11-04,SIKKIM,EAST,9,75
2025-11-04,SIKKIM,EAST SIKKIM,8,21
2025-11-04,SIKKIM,NORTH,2,6
2025-11-04,SIKKIM,NORTH SIKKIM,0,23
2025-11-04,SIKKIM,SOUTH,2,65
2025-11-04,SIKKIM,SOUTH SIKKIM,1,16
2025-11-04,SIKKIM,WEST,3,38
2025-11-04,SIKKIM,WEST SIKKIM,4,11
2025-11-04,TAMIL NADU,ARIYALUR,126,207
2025-11-04,TAMIL NADU,CHENGALPATTU,18,55
2025-11-04,TAMIL NADU,CHENNAI,403,1736
2025-11-04,TAMIL NADU,COIMBATORE,273,1336
2025-11-04,TAMIL NADU,CUDDALORE,387,1263
2025-11-04,TAMIL NADU,DHARMAPURI,196,515
2025-11-04,TAMIL NADU,DINDIGUL,299,824
2025-11-04,TAMIL NADU,ERODE,246,1015
2025-11-04,TAMIL NADU,KALLAKURICHI,17,41
2025-11-04,TAMIL NADU,KANCHEEPURAM,467,1611
2025-11-04,TAMIL NADU,KANNIYAKUMARI,228,585
2025-11-04,TAMIL NADU,KANYAKUMARI,68,113
2025-11-04,TAMIL NADU,KARUR,143,391
2025-11-04,TAMIL NADU,KRISHNAGIRI,239,806
2025-11-04,TAMIL NADU,MADURAI,482,1230
2025-11-04,TAMIL NADU,MAYILADUTHURAI,7,14
2025-11-04,TAMIL NADU,NAGAPATTINAM,109,761
2025-11-04,TAMIL NADU,NAMAKKAL,295,577
2025-11-04,TAMIL NADU,PERAMBALUR,122,205
2025-11-04,TAMIL NADU,PUDUKKOTTAI,253,747
2025-11-04,TAMIL NADU,RAMANATHAPURAM,202,527
2025-11-04,TAMIL NADU,RANIPET,3,12
2025-11-04,TAMIL NADU,SALEM,385,1406
2025-11-04,TAMIL NADU,SIVAGANGA,210,511
2025-11-04,TAMIL NADU,TENKASI,31,32
2025-11-04,TAMIL NADU,THANJAVUR,327,919
2025-11-04,TAMIL NADU,THE NILGIRIS,62,262
2025-11-04,TAMIL NADU,THENI,156,529
2025-11-04,TAMIL NADU,THIRUVALLUR,3,61
2025-11-04,TAMIL NADU,THIRUVARUR,186,566
2025-11-04,TAMIL NADU,THOOTHUKKUDI,151,509
2025-11-04,TAMIL NADU,TIRUCHIRAPPALLI,348,884
2025-11-04,TAMIL NADU,TIRUNELVELI,433,880
2025-11-04,TAMIL NADU,TIRUPATTUR,15,53
2025-11-04,TAMIL NADU,TIRUPPUR,248,815
2025-11-04,TAMIL NADU,TIRUVALLUR,330,1467
2025-11-04,TAMIL NADU,TIRUVANNAMALAI,258,762
2025-11-04,TAMIL NADU,VELLORE,341,1225
2025-11-04,TAMIL NADU,VILLUPURAM,395,472
2025-11-04,TAMIL NADU,VILUPPURAM,70,814
2025-11-04,TAMIL NADU,VIRUDHUNAGAR,299,600
2025-11-04,TELANGANA,ADILABAD,172,610
2025-11-04,TELANGANA,BHADRADRI KOTHAGUDEM,45,100
2025-11-04,TELANGANA,HANUMAKONDA,7,42
2025-11-04,TELANGANA,HYDERABAD,278,849
2025-11-04,TELANGANA,JAGITIAL,10,44
2025-11-04,TELANGANA,JANGAON,0,3
2025-11-04,TELANGANA,JANGOAN,8,41
2025-11-04,TELANGANA,JAYASHANKAR BHUPALPALLY,2,25
2025-11-04,TELANGANA,JOGULAMBA GADWAL,31,55
2025-11-04,TELANGANA,K.V. RANGAREDDY,354,1417
2025-11-04,TELANGANA,KAMAREDDY,18,65
2025-11-04,TELANGANA,KARIMNAGAR,193,877
2025-11-04,TELANGANA,KHAMMAM,165,287
2025-11-04,TELANGANA,KOMARAM BHEEM,10,78
2025-11-04,TELANGANA,MAHABUBABAD,6,52
2025-11-04,TELANGANA,MAHABUBNAGAR,521,946
2025-11-04,TELANGANA,MANCHERIAL,12,48
2025-11-04,TELANGANA,MEDAK,166,479
2025-11-04,TELANGANA,MEDCHAL-MALKAJGIRI,39,132
2025-11-04,TELANGANA,MEDCHAL?MALKAJGIRI,2,0
2025-11-04,TELANGANA,MEDCHAL−MALKAJGIRI,8,40
2025-11-04,TELANGANA,MULUGU,3,11
2025-11-04,TELANGANA,NAGARKURNOOL,13,55
2025-11-04,TELANGANA,NALGONDA,250,587
2025-11-04,TELANGANA,NARAYANPET,9,16
2025-11-04,TELANGANA,NIRMAL,13,79
2025-11-04,TELANGANA,NIZAMABAD,147,531
2025-11-04,TELANGANA,PEDDAPALLI,3,14
2025-11-04,TELANGANA,RAJANNA SIRCILLA,1,16
2025-11-04,TELANGANA,RANGAREDDY,0,7
2025-11-04,TELANGANA,SANGAREDDY,17,75
2025-11-04,TELANGANA,SIDDIPET,14,53
2025-11-04,TELANGANA,SURYAPET,35,92
2025-11-04,TELANGANA,VIKARABAD,13,53
2025-11-04,TELANGANA,WANAPARTHY,24,33
2025-11-04,TELANGANA,WARANGAL,127,548
2025-11-04,TELANGANA,WARANGAL RURAL,3,24
2025-11-04,TELANGANA,WARANGAL URBAN,3,17
2025-11-04,TELANGANA,YADADRI.,11,45
2025-11-04,TRIPURA,DHALAI,7,134
2025-11-04,TRIPURA,DHALAI  *,0,4
2025-11-04,TRIPURA,GOMATI,8,49
2025-11-04,TRIPURA,KHOWAI,3,19
2025-11-04,TRIPURA,NORTH TRIPURA,11,149
2025-11-04,TRIPURA,SEPAHIJALA,2,34
2025-11-04,TRIPURA,SOUTH TRIPURA,16,199
2025-11-04,TRIPURA,UNAKOTI,1,8
2025-11-04,TRIPURA,WEST TRIPURA,36,578
2025-11-04,UTTAR PRADESH,AGRA,159,1180
2025-11-04,UTTAR PRADESH,ALIGARH,113,1106
2025-11-04,UTTAR PRADESH,ALLAHABAD,180,2039
2025-11-04,UTTAR PRADESH,AMBEDKAR NAGAR,44,580
2025-11-04,UTTAR PRADESH,AMETHI,66,766
2025-11-04,UTTAR PRADESH,AMROHA,40,558
2025-11-04,UTTAR PRADESH,AURAIYA,43,387
2025-11-04,UTTAR PRADESH,AYODHYA,3,37
2025-11-04,UTTAR PRADESH,AZAMGARH,103,1082
2025-11-04,UTTAR PRADESH,BAGHPAT,44,332
2025-11-04,UTTAR PRADESH,BAGPAT,0,1
2025-11-04,UTTAR PRADESH,BAHRAICH,108,966
2025-11-04,UTTAR PRADESH,BALLIA,118,1050
2025-11-04,UTTAR PRADESH,BALRAMPUR,52,976
2025-11-04,UTTAR PRADESH,BANDA,48,769
2025-11-04,UTTAR PRADESH,BARA BANKI,65,1027
2025-11-04,UTTAR PRADESH,BARABANKI,2,59
2025-11-04,UTTAR PRADESH,BAREILLY,117,1908
2025-11-04,UTTAR PRADESH,BASTI,55,574
2025-11-04,UTTAR PRADESH,BHADOHI,4,17
2025-11-04,UTTAR PRADESH,BIJNOR,147,1857
2025-11-04,UTTAR PRADESH,BUDAUN,83,1154
2025-11-04,UTTAR PRADESH,BULANDSHAHAR,0,5
2025-11-04,UTTAR PRADESH,BULANDSHAHR,91,994
2025-11-04,UTTAR PRADESH,CHANDAULI,67,974
2025-11-04,UTTAR PRADESH,CHITRAKOOT,37,556
2025-11-04,UTTAR PRADESH,DEORIA,91,707
2025-11-04,UTTAR PRADESH,ETAH,28,294
2025-11-04,UTTAR PRADESH,ETAWAH,23,360
2025-11-04,UTTAR PRADESH,FAIZABAD,50,894
2025-11-04,UTTAR PRADESH,FARRUKHABAD,22,282
2025-11-04,UTTAR PRADESH,FATEHPUR,86,834
2025-11-04,UTTAR PRADESH,FIROZABAD,63,769
2025-11-04,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,28,283
2025-11-04,UTTAR PRADESH,GHAZIABAD,76,959
2025-11-04,UTTAR PRADESH,GHAZIPUR,93,805
2025-11-04,UTTAR PRADESH,GONDA,58,726
2025-11-04,UTTAR PRADESH,GORAKHPUR,94,944
2025-11-04,UTTAR PRADESH,HAMIRPUR,29,435
2025-11-04,UTTAR PRADESH,HAPUR,16,162
2025-11-04,UTTAR PRADESH,HARDOI,52,909
2025-11-04,UTTAR PRADESH,HATHRAS,32,397
2025-11-04,UTTAR PRADESH,JALAUN,29,485
2025-11-04,UTTAR PRADESH,JAUNPUR,93,915
2025-11-04,UTTAR PRADESH,JHANSI,35,557
2025-11-04,UTTAR PRADESH,JYOTIBA PHULE NAGAR,0,2
2025-11-04,UTTAR PRADESH,KANNAUJ,45,586
2025-11-04,UTTAR PRADESH,KANPUR DEHAT,52,520
2025-11-04,UTTAR PRADESH,KANPUR NAGAR,64,907
2025-11-04,UTTAR PRADESH,KASGANJ,40,317
2025-11-04,UTTAR PRADESH,KAUSHAMBI,52,539
2025-11-04,UTTAR PRADESH,KHERI,89,1755
2025-11-04,UTTAR PRADESH,KUSHINAGAR,63,714
2025-11-04,UTTAR PRADESH,KUSHINAGAR *,0,3
2025-11-04,UTTAR PRADESH,LALITPUR,23,462
2025-11-04,UTTAR PRADESH,LUCKNOW,66,1284
2025-11-04,UTTAR PRADESH,MAHARAJGANJ,95,785
2025-11-04,UTTAR PRADESH,MAHOBA,22,422
2025-11-04,UTTAR PRADESH,MAINPURI,33,490
2025-11-04,UTTAR PRADESH,MATHURA,59,645
2025-11-04,UTTAR PRADESH,MAU,63,734
2025-11-04,UTTAR PRADESH,MEERUT,50,754
2025-11-04,UTTAR PRADESH,MIRZAPUR,78,873
2025-11-04,UTTAR PRADESH,MORADABAD,79,902
2025-11-04,UTTAR PRADESH,MUZAFFARNAGAR,63,968
2025-11-04,UTTAR PRADESH,PILIBHIT,58,701
2025-11-04,UTTAR PRADESH,PRATAPGARH,72,755
2025-11-04,UTTAR PRADESH,PRAYAGRAJ,10,65
2025-11-04,UTTAR PRADESH,RAE BARELI,69,1003
2025-11-04,UTTAR PRADESH,RAMPUR,54,677
2025-11-04,UTTAR PRADESH,SAHARANPUR,65,945
2025-11-04,UTTAR PRADESH,SAMBHAL,52,564
2025-11-04,UTTAR PRADESH,SANT KABIR NAGAR,50,698
2025-11-04,UTTAR PRADESH,SANT RAVIDAS NAGAR,38,422
2025-11-04,UTTAR PRADESH,SANT RAVIDAS NAGAR BHADOHI,0,6
2025-11-04,UTTAR PRADESH,SHAHJAHANPUR,89,1009
2025-11-04,UTTAR PRADESH,SHAMLI,43,514
2025-11-04,UTTAR PRADESH,SHRAWASTI,14,325
2025-11-04,UTTAR PRADESH,SIDDHARTHNAGAR,55,845
2025-11-04,UTTAR PRADESH,SITAPUR,89,1226
2025-11-04,UTTAR PRADESH,SONBHADRA,84,965
2025-11-04,UTTAR PRADESH,SULTANPUR,74,729
2025-11-04,UTTAR PRADESH,UNNAO,67,1257
2025-11-04,UTTAR PRADESH,VARANASI,126,1149
2025-11-04,UTTARAKHAND,ALMORA,13,125
2025-11-04,UTTARAKHAND,BAGESHWAR,9,48
2025-11-04,UTTARAKHAND,CHAMOLI,9,125
2025-11-04,UTTARAKHAND,CHAMPAWAT,6,79
2025-11-04,UTTARAKHAND,DEHRADUN,40,474
2025-11-04,UTTARAKHAND,GARHWAL,0,1
2025-11-04,UTTARAKHAND,HARDWAR,0,10
2025-11-04,UTTARAKHAND,HARIDWAR,38,505
2025-11-04,UTTARAKHAND,NAINITAL,28,279
2025-11-04,UTTARAKHAND,PAURI GARHWAL,15,119
2025-11-04,UTTARAKHAND,PITHORAGARH,9,119
2025-11-04,UTTARAKHAND,RUDRAPRAYAG,12,52
2025-11-04,UTTARAKHAND,TEHRI GARHWAL,17,207
2025-11-04,UTTARAKHAND,UDHAM SINGH NAGAR,33,427
2025-11-04,UTTARAKHAND,UTTARKASHI,8,83
2025-11-04,WEST  BENGAL,HOOGHLY,0,2
2025-11-04,WEST BANGAL,HOWRAH,0,3
2025-11-04,WEST BANGAL,SOUTH 24 PARGANAS,0,1
2025-11-04,WEST BENGAL,ALIPURDUAR,15,118
2025-11-04,WEST BENGAL,BANKURA,163,3968
2025-11-04,WEST BENGAL,BARDDHAMAN,137,2834
2025-11-04,WEST BENGAL,BARDHAMAN,4,277
2025-11-04,WEST BENGAL,BIRBHUM,90,1212
2025-11-04,WEST BENGAL,COOCH BEHAR,126,1392
2025-11-04,WEST BENGAL,DAKSHIN DINAJPUR,28,694
2025-11-04,WEST BENGAL,DARJEELING,23,390
2025-11-04,WEST BENGAL,DARJILING,0,136
2025-11-04,WEST BENGAL,EAST MIDNAPORE,6,429
2025-11-04,WEST BENGAL,HAORA,5,771
2025-11-04,WEST BENGAL,HAWRAH,0,1
2025-11-04,WEST BENGAL,HOOGHLY,101,2239
2025-11-04,WEST BENGAL,HOWRAH,60,1455
2025-11-04,WEST BENGAL,HUGLI,1,34
2025-11-04,WEST BENGAL,JALPAIGURI,94,2462
2025-11-04,WEST BENGAL,JHARGRAM,8,32
2025-11-04,WEST BENGAL,KALIMPONG,1,5
2025-11-04,WEST BENGAL,KOCH BIHAR,7,1659
2025-11-04,WEST BENGAL,KOLKATA,26,894
2025-11-04,WEST BENGAL,MALDA,115,1451
2025-11-04,WEST BENGAL,MALDAH,5,391
2025-11-04,WEST BENGAL,MEDINIPUR,0,3
2025-11-04,WEST BENGAL,MURSHIDABAD,192,2471
2025-11-04,WEST BENGAL,NADIA,58,1284
2025-11-04,WEST BENGAL,NORTH 24 PARGANAS,126,2178
2025-11-04,WEST BENGAL,NORTH DINAJPUR,0,7
2025-11-04,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,0,155
2025-11-04,WEST BENGAL,PASCHIM BARDHAMAN,0,35
2025-11-04,WEST BENGAL,PASCHIM MEDINIPUR,166,2667
2025-11-04,WEST BENGAL,PURBA BARDHAMAN,11,61
2025-11-04,WEST BENGAL,PURBA MEDINIPUR,86,986
2025-11-04,WEST BENGAL,PURULIA,12,125
2025-11-04,WEST BENGAL,PURULIYA,102,1639
2025-11-04,WEST BENGAL,SOUTH 24 PARGANAS,280,3834
2025-11-04,WEST BENGAL,SOUTH DINAJPUR,3,162
2025-11-04,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,6,743
2025-11-04,WEST BENGAL,UTTAR DINAJPUR,172,2968
2025-11-04,WEST BENGAL,WEST MIDNAPORE,5,717
2025-11-05,ANDAMAN & NICOBAR ISLANDS,ANDAMANS,0,1
2025-11-05,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,0,6
2025-11-05,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,0,2
2025-11-05,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,5,30
2025-11-05,ANDHRA PRADESH,ADILABAD,47,121
2025-11-05,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,14,89
2025-11-05,ANDHRA PRADESH,ANAKAPALLI,16,88
2025-11-05,ANDHRA PRADESH,ANANTAPUR,251,540
2025-11-05,ANDHRA PRADESH,ANANTHAPUR,175,145
2025-11-05,ANDHRA PRADESH,ANANTHAPURAMU,144,245
2025-11-05,ANDHRA PRADESH,ANNAMAYYA,40,164
2025-11-05,ANDHRA PRADESH,BAPATLA,31,108
2025-11-05,ANDHRA PRADESH,CHITTOOR,504,868
2025-11-05,ANDHRA PRADESH,CUDDAPAH,199,546
2025-11-05,ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,13,91
2025-11-05,ANDHRA PRADESH,EAST GODAVARI,149,524
2025-11-05,ANDHRA PRADESH,ELURU,20,107
2025-11-05,ANDHRA PRADESH,GUNTUR,261,808
2025-11-05,ANDHRA PRADESH,HYDERABAD,70,148
2025-11-05,ANDHRA PRADESH,K.V. RANGAREDDY,0,2
2025-11-05,ANDHRA PRADESH,K.V.RANGAREDDY,3,0
2025-11-05,ANDHRA PRADESH,KAKINADA,26,83
2025-11-05,ANDHRA PRADESH,KARIM NAGAR,2,7
2025-11-05,ANDHRA PRADESH,KARIMNAGAR,12,26
2025-11-05,ANDHRA PRADESH,KHAMMAM,82,129
2025-11-05,ANDHRA PRADESH,KRISHNA,164,562
2025-11-05,ANDHRA PRADESH,KURNOOL,379,955
2025-11-05,ANDHRA PRADESH,MAHABUB NAGAR,16,63
2025-11-05,ANDHRA PRADESH,MAHBUBNAGAR,31,43
2025-11-05,ANDHRA PRADESH,MEDAK,40,68
2025-11-05,ANDHRA PRADESH,N. T. R,34,197
2025-11-05,ANDHRA PRADESH,NALGONDA,31,147
2025-11-05,ANDHRA PRADESH,NANDYAL,26,119
2025-11-05,ANDHRA PRADESH,NELLORE,96,499
2025-11-05,ANDHRA PRADESH,NIZAMABAD,15,13
2025-11-05,ANDHRA PRADESH,PALNADU,32,141
2025-11-05,ANDHRA PRADESH,PARVATHIPURAM MANYAM,29,70
2025-11-05,ANDHRA PRADESH,PRAKASAM,316,878
2025-11-05,ANDHRA PRADESH,RANGAREDDI,85,124
2025-11-05,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,34,179
2025-11-05,ANDHRA PRADESH,SRI SATHYA SAI,50,137
2025-11-05,ANDHRA PRADESH,SRIKAKULAM,265,532
2025-11-05,ANDHRA PRADESH,TIRUPATI,49,177
2025-11-05,ANDHRA PRADESH,VISAKHAPATNAM,219,765
2025-11-05,ANDHRA PRADESH,VIZIANAGARAM,140,353
2025-11-05,ANDHRA PRADESH,WARANGAL,67,167
2025-11-05,ANDHRA PRADESH,WEST GODAVARI,165,706
2025-11-05,ANDHRA PRADESH,Y. S. R,47,163
2025-11-05,ARUNACHAL PRADESH,ANJAW,2,2
2025-11-05,ARUNACHAL PRADESH,CHANGLANG,2,11
2025-11-05,ARUNACHAL PRADESH,DIBANG VALLEY,1,1
2025-11-05,ARUNACHAL PRADESH,EAST KAMENG,3,7
2025-11-05,ARUNACHAL PRADESH,EAST SIANG,0,6
2025-11-05,ARUNACHAL PRADESH,KRA DAADI,2,1
2025-11-05,ARUNACHAL PRADESH,LOHIT,2,7
2025-11-05,ARUNACHAL PRADESH,LONGDING,3,4
2025-11-05,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2,8
2025-11-05,ARUNACHAL PRADESH,LOWER SUBANSIRI,1,0
2025-11-05,ARUNACHAL PRADESH,NAMSAI,2,4
2025-11-05,ARUNACHAL PRADESH,PAKKE KESSANG,2,4
2025-11-05,ARUNACHAL PRADESH,PAPUM PARE,1,16
2025-11-05,ARUNACHAL PRADESH,SHI-YOMI,1,3
2025-11-05,ARUNACHAL PRADESH,SIANG,1,1
2025-11-05,ARUNACHAL PRADESH,TAWANG,2,2
2025-11-05,ARUNACHAL PRADESH,TIRAP,4,7
2025-11-05,ARUNACHAL PRADESH,UPPER SIANG,6,16
2025-11-05,ARUNACHAL PRADESH,UPPER SUBANSIRI,2,6
2025-11-05,ARUNACHAL PRADESH,WEST KAMENG,6,10
2025-11-05,ARUNACHAL PRADESH,WEST SIANG,7,24
2025-11-05,ASSAM,BAJALI,0,7
2025-11-05,ASSAM,BAKSA,6,104
2025-11-05,ASSAM,BARPETA,39,439
2025-11-05,ASSAM,BISWANATH,6,57
2025-11-05,ASSAM,BONGAIGAON,20,323
2025-11-05,ASSAM,CACHAR,34,305
2025-11-05,ASSAM,CHARAIDEO,6,49
2025-11-05,ASSAM,CHIRANG,8,93
2025-11-05,ASSAM,DARRANG,27,195
2025-11-05,ASSAM,DHEMAJI,6,73
2025-11-05,ASSAM,DHUBRI,41,358
2025-11-05,ASSAM,DIBRUGARH,20,164
2025-11-05,ASSAM,DIMA HASAO,0,3
2025-11-05,ASSAM,GOALPARA,14,74
2025-11-05,ASSAM,GOLAGHAT,19,178
2025-11-05,ASSAM,HAILAKANDI,14,121
2025-11-05,ASSAM,HOJAI,20,218
2025-11-05,ASSAM,JORHAT,22,96
2025-11-05,ASSAM,KAMRUP,24,233
2025-11-05,ASSAM,KAMRUP METRO,34,204
2025-11-05,ASSAM,KARBI ANGLONG,52,312
2025-11-05,ASSAM,KARIMGANJ,13,159
2025-11-05,ASSAM,KOKRAJHAR,11,177
2025-11-05,ASSAM,LAKHIMPUR,22,191
2025-11-05,ASSAM,MAJULI,1,10
2025-11-05,ASSAM,MARIGAON,13,138
2025-11-05,ASSAM,NAGAON,56,508
2025-11-05,ASSAM,NALBARI,22,154
2025-11-05,ASSAM,NORTH CACHAR HILLS,1,8
2025-11-05,ASSAM,SIBSAGAR,2,83
2025-11-05,ASSAM,SONITPUR,14,197
2025-11-05,ASSAM,SOUTH SALMARA MANKACHAR,4,28
2025-11-05,ASSAM,SRIBHUMI,1,105
2025-11-05,ASSAM,TAMULPUR DISTRICT,3,21
2025-11-05,ASSAM,TINSUKIA,18,178
2025-11-05,ASSAM,UDALGURI,9,118
2025-11-05,ASSAM,WEST KARBI ANGLONG,4,25
2025-11-05,BIHAR,ARARIA,88,1451
2025-11-05,BIHAR,ARWAL,15,235
2025-11-05,BIHAR,AURANGABAD,90,866
2025-11-05,BIHAR,AURANGABAD(BH),0,4
2025-11-05,BIHAR,BANKA,83,885
2025-11-05,BIHAR,BEGUSARAI,90,865
2025-11-05,BIHAR,BHABUA,0,2
2025-11-05,BIHAR,BHAGALPUR,106,1009
2025-11-05,BIHAR,BHOJPUR,78,784
2025-11-05,BIHAR,BUXAR,66,412
2025-11-05,BIHAR,DARBHANGA,117,1383
2025-11-05,BIHAR,EAST CHAMPARAN,160,1844
2025-11-05,BIHAR,GAYA,151,1272
2025-11-05,BIHAR,GOPALGANJ,81,797
2025-11-05,BIHAR,JAMUI,38,401
2025-11-05,BIHAR,JEHANABAD,43,289
2025-11-05,BIHAR,KAIMUR (BHABUA),69,1008
2025-11-05,BIHAR,KATIHAR,102,2017
2025-11-05,BIHAR,KHAGARIA,40,506
2025-11-05,BIHAR,KISHANGANJ,68,964
2025-11-05,BIHAR,LAKHISARAI,38,403
2025-11-05,BIHAR,MADHEPURA,31,527
2025-11-05,BIHAR,MADHUBANI,124,1921
2025-11-05,BIHAR,MONGHYR,0,1
2025-11-05,BIHAR,MUNGER,22,230
2025-11-05,BIHAR,MUZAFFARPUR,104,1435
2025-11-05,BIHAR,NALANDA,77,597
